Area,Year,Average dietary energy requirement (kcal/cap/day),Average dietary energy supply adequacy (percent) (3-year average),Average fat supply (g/cap/day) (3-year average),Average protein supply (g/cap/day) (3-year average),Average supply of protein of animal origin (g/cap/day) (3-year average),Average value of food production (constant 2004-2006 I$/cap) (3-year average),Cereal import dependency ratio (percent) (3-year average),Coefficient of variation of habitual caloric consumption distribution (real number),Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",Incidence of caloric losses at retail distribution level (percent),Minimum dietary energy requirement  (kcal/cap/day),Number of children under 5 years affected by wasting (million),Number of children under 5 years of age who are overweight (modeled estimates) (million),Number of children under 5 years of age who are stunted (modeled estimates) (million),Number of moderately or severely food insecure people (million) (3-year average),Number of newborns with low birthweight (million),Number of obese adults (18 years and older) (million),Number of people undernourished (million) (3-year average),Number of women of reproductive age (15-49 years) affected by anemia (million),Per capita food production variability (constant 2004-2006 thousand int$ per capita),Per capita food supply variability (kcal/cap/day),Percent of arable land equipped for irrigation (percent) (3-year average),Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),Percentage of population using at least basic drinking water services (percent),Percentage of population using at least basic sanitation services (percent),Percentage of population using safely managed drinking water services (Percent),Percentage of population using safely managed sanitation services (Percent),Political stability and absence of violence/terrorism (index),Prevalence of anemia among women of reproductive age (15-49 years),Prevalence of low birthweight (percent),Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),Prevalence of obesity in the adult population (18 years and older),Prevalence of severe food insecurity in the total population (percent) (3-year average),Prevalence of undernourishment (percent) (3-year average),"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",Value of food imports in total merchandise exports (percent) (3-year average),"Consumer Prices, Food Indices (2015 = 100)","Consumer Prices, General Indices (2015 = 100)",Food price inflation,Population_total,Area_cat
Malaysia,2005,2321.0,122.0,85.0,78.0,42.0,431.0,86.3,0.22,2826.0,18114.1,3.06,1800.0,0.2690000000000003,0.1,0.5,5.430000000000003,47.7,1.5,0.8,2.2,8.6,29.0,40.4,5.8,18.3,97.0,97.9,93.0,66.7,0.56,32.5,10.2,12.989000000000006,9.4,4.871999999999994,3.2,47.0,4.0,67.76970825,77.82767375,3.632345333333333,25690615.0,4
Malaysia,2006,2329.0,121.0,83.7,78.7,42.0,438.0,81.1,0.22,2826.0,18752.5,3.01,1805.0,0.3,0.1,0.5,5.549000000000002,48.5,1.7,0.9,2.2,10.0,22.0,42.3,5.9,18.1,97.0,98.1,93.0,66.9,0.29,32.0,10.4,15.613000000000001,9.9,7.583000000000002,3.4,47.0,4.0,70.05128866666668,80.63665783333333,3.370240666666667,26201954.0,4
Malaysia,2007,2336.0,121.0,83.3,77.6,41.3,449.0,77.2,0.22,2820.0,19547.0,2.91,1810.0,0.2460000000000003,0.1,0.4,5.544000000000002,49.6,1.8,1.0,2.2,11.5,19.0,43.8,5.9,17.9,97.0,98.3,93.1,67.1,0.19,31.5,10.6,17.75,10.4,7.783,3.6,46.0,4.0,72.16909216666667,82.27144758333334,3.0210946666666665,26720367.0,4
Malaysia,2008,2343.0,121.0,83.7,77.3,41.3,455.0,72.8,0.22,2828.0,20103.5,2.85,1814.0,0.24700000000000025,0.1,0.4,5.463000000000003,51.0,1.9,1.0,2.3,6.0,20.0,44.7,5.9,17.9,97.0,98.5,93.2,67.6,0.11,31.1,10.7,12.13,10.9,4.755999999999996,3.6,46.0,5.0,78.55638691666668,86.747658,8.832798416666666,27236003.0,4
Malaysia,2009,2350.0,121.0,85.4,77.4,42.0,460.0,69.5,0.22,2840.0,19443.0,2.91,1818.0,0.2410000000000002,0.1,0.4,5.486000000000003,52.4,2.1,1.0,2.3,10.0,22.0,44.9,6.0,17.8,97.0,98.7,93.2,68.1,-0.04,30.7,10.9,16.833000000000002,11.5,7.630999999999999,3.5,45.0,5.0,81.80933283333334,87.25366425,4.2626152500000005,27735038.0,4
Malaysia,2010,2357.0,122.0,86.7,78.7,43.0,464.0,71.1,0.22,2875.0,20536.4,2.94,1822.0,0.2430000000000002,0.1,0.4,5.385000000000004,53.8,2.2,0.9,2.3,8.6,25.0,46.3,6.0,17.9,97.0,98.8,93.3,69.0,0.14,30.4,11.1,15.762000000000006,12.0,5.809999999999997,3.2,45.0,6.0,83.78102066666666,88.66966233333333,2.409906916666667,28208028.0,4
Malaysia,2011,2363.0,123.0,88.0,79.3,43.7,470.0,72.3,0.22,2900.0,21289.3,2.9,1826.0,0.24400000000000016,0.1,0.4,5.258000000000002,55.3,2.4,0.8,2.3,11.3,35.0,47.8,6.0,18.1,97.0,99.0,93.4,69.9,0.08,30.2,11.2,16.468999999999998,12.6,7.564,3.0,44.0,6.0,87.809827,91.48445516666668,4.806543083333334,28650962.0,4
Malaysia,2012,2368.0,123.0,88.3,80.0,44.0,481.0,72.6,0.22,2919.0,22132.2,2.91,1829.0,0.24100000000000016,0.1,0.4,5.287000000000002,56.7,2.6,0.8,2.4,12.5,44.0,50.6,6.0,18.3,97.0,99.0,93.4,70.8,-0.01,30.1,11.3,16.13899999999999,13.1,7.325000000000001,2.8,44.0,6.0,90.16985566666666,93.00636408333332,2.694544083333333,29068189.0,4
Malaysia,2013,2372.0,122.0,89.0,79.7,44.7,480.0,76.4,0.22,2896.0,22855.9,2.86,1832.0,0.251,0.1,0.5,5.275000000000001,57.9,2.7,0.9,2.4,11.2,53.0,53.1,6.1,18.5,97.0,99.0,93.5,71.8,0.05,30.2,11.4,16.096999999999994,13.7,7.138000000000002,3.2,43.0,6.0,93.381729,94.96415958333336,3.5604490833333333,29468923.0,4
Malaysia,2014,2375.0,121.0,90.7,79.0,45.0,480.0,74.8,0.22,2878.0,23906.2,2.86,1834.0,0.251,0.2,0.5,5.180000000000002,58.8,2.9,1.0,2.5,9.1,39.0,54.6,6.1,18.8,97.0,99.0,93.5,72.7,0.27,30.4,11.4,15.973000000000003,14.3,6.464999999999999,3.4,43.0,6.0,96.50283241666666,97.94887391666668,3.3469289166666667,29866606.0,4
Malaysia,2015,2378.0,119.0,91.0,78.0,45.0,477.0,73.9,0.22,2842.0,24787.8,2.86,1836.0,0.2,0.2,0.5,5.3,59.5,3.1,1.1,2.5,9.7,42.0,54.0,6.1,19.1,97.1,99.0,93.6,73.4,0.26,30.7,11.3,17.4,14.9,7.8,3.8,42.0,6.0,100.00796433333332,100.01010008333331,3.62833175,30270965.0,4
Malaysia,2016,2379.0,120.0,92.3,77.7,44.3,315.0,70.6,0.22,2857.0,25541.8,2.86,1837.0,0.3,0.2,0.5,4.6,57.24058333333333,3.3,1.1,2.6,10.6,44.0,53.5,6.1,19.5,97.1,99.0,93.6,74.3,0.14,30.9,11.147390909090902,15.1,15.6,6.7,3.5,42.0,6.0,103.876177,102.10087783333334,3.874704416666667,30684652.0,4
Malaysia,2017,2380.0,120.0,91.3,77.3,43.7,156.0,71.9,0.21,2850.0,26661.5,2.86,1838.0,0.2860000000000003,0.2,0.5,4.7,57.07058333333333,2.962800000000003,1.1,2.6,11.1,51.0,53.5,6.1,19.9,97.1,99.0,93.7,75.9,0.12,31.3,11.039540909090904,15.1,15.007999999999992,6.7,3.4,42.0,6.0,108.212206,106.05340808333334,4.174879583333333,31104655.0,4
Malaysia,2018,2381.0,120.0,85.98400000000004,80.05100000000004,44.37899999999999,224.86,72.86300000000001,0.21,2862.0,27558.1,2.86,1839.0,0.2910000000000004,0.2,0.5,4.7,56.671983333333365,2.8138000000000023,1.0,2.7,11.532307534935827,46.0,50.962000000000025,6.1,20.3,97.1,99.0,93.7,77.5,0.26,31.6,11.030161940836939,15.1,14.658,6.7,3.2,42.97,5.0,109.678496,106.99167241666667,1.36267375,31528033.0,4
Malaysia,2019,2382.0,120.0,85.83400000000003,81.02600000000002,44.37899999999999,224.29,72.83700000000003,0.21,2860.0,28364.5,2.86,1840.0,0.3,0.2,0.5,6.0,55.545233333333364,2.6838000000000015,1.0,2.8,11.236528169856461,19.0,44.21575555555556,6.1,20.6,97.1,98.15780000000004,93.8,75.24199999999998,0.11,32.0,11.011026143009035,18.7,14.475000000000001,7.5,3.2,43.58,4.88,111.48692033333332,107.70091141666666,1.65120725,31949789.0,4
Malaysia,2020,2382.0,120.25860606060606,85.42400000000004,82.03800000000003,44.52899999999999,224.32,74.193,0.21,2859.0421103896106,26435.2,2.86,1840.0,0.2910000000000004,0.2,0.5,5.442999999999997,55.71523333333335,2.684800000000002,1.0115711288711287,2.667,11.299861503189796,29.914023289618875,45.02675555555557,6.1,20.9,97.1,98.39030000000004,93.8,74.96799999999999,0.18708346681096683,31.65025,11.02972217475507,17.243000000000006,14.643999999999998,7.2340000000000035,3.282999999999997,43.71,5.1,112.904334,106.47451883333336,1.271185,32365998.0,4
Myanmar,2000,2239.0,91.48,32.793999999999976,52.48100000000008,11.550000000000017,197.65126515151513,-2.5669999999999993,0.28,2071.94,1093.8,2.55,1743.0,0.6,0.2,2.4,24.947999999999983,156.8,0.6,17.023000000000007,6.3,7.095999999999995,38.0,21.139333333333358,4.5,47.0,47.0,63.5,27.1,58.4,-1.67,47.6,13.9,43.94899999999998,2.2,9.322000000000001,34.428999999999995,66.75,9.725830659536543,10.795567083333331,11.602793083333331,25.05290826173612,46719698.0,5
Myanmar,2001,2240.0,90.0,38.7,51.3,10.7,210.0,-5.4,0.28,2025.0,1204.8,2.57,1744.0,0.6570000000000007,0.2,2.4,25.082999999999984,156.1,0.7,17.7,6.2,8.4,36.0,19.4,4.3,45.3,48.6,64.0,28.6,58.9,-1.489563095238094,46.6,13.7,44.68199999999999,2.3,10.573000000000002,37.6,66.0,10.0,11.796991583333332,14.051133916666666,9.323590250000002,47225119.0,5
Myanmar,2002,2242.0,92.0,40.3,53.3,11.7,219.0,-5.7,0.28,2071.0,1336.2,2.64,1746.0,0.6290000000000009,0.2,2.3,25.082999999999984,154.8,0.7,16.6,6.2,6.0,34.0,20.0,4.1,43.6,50.2,64.6,30.2,59.2,-1.41,45.7,13.6,44.48799999999999,2.5,9.509000000000002,34.8,65.0,9.0,17.4717005,22.070749916666667,47.40249941666665,47702163.0,5
Myanmar,2003,2243.0,94.0,43.0,56.0,13.7,227.0,-4.1,0.28,2112.0,1507.1,2.72,1747.0,0.6,0.2,2.3,25.006999999999984,152.7,0.8,15.6,6.1,6.2,17.0,20.7,3.9,42.1,51.8,65.1,31.7,59.6,-1.15,44.8,13.4,44.670999999999985,2.6,9.445,32.4,63.0,11.0,25.68870125,30.149242333333333,48.25949041666667,48148907.0,5
Myanmar,2004,2246.0,96.0,46.0,58.7,15.7,238.0,-2.0,0.28,2153.0,1696.9,2.85,1749.0,0.620000000000001,0.2,2.2,24.07599999999998,149.9,0.9,14.7,6.0,4.3,11.0,21.1,3.7,40.6,53.5,65.7,33.4,59.9,-0.99,43.9,13.3,43.82199999999999,2.8,9.034999999999998,30.2,62.0,13.0,29.444192916666665,31.513275916666668,15.472116666666668,48564489.0,5
Myanmar,2005,2248.0,98.0,49.0,61.7,18.3,256.0,-1.5,0.28,2200.0,1912.0,2.89,1751.0,0.6090000000000009,0.2,2.1,23.323999999999987,146.6,0.9,13.6,5.9,5.9,15.0,21.4,3.5,39.1,55.2,66.2,35.0,60.2,-0.9,43.0,13.2,43.99499999999999,3.0,9.030999999999997,27.8,60.0,13.0,31.0860355,34.4656345,5.568461250000001,48949931.0,5
Myanmar,2006,2250.0,100.0,52.7,64.7,20.7,276.0,-1.5,0.28,2263.0,2146.6,3.01,1752.0,0.4750000000000001,0.2,2.0,23.291999999999987,142.6,1.0,12.2,5.8,4.7,19.0,21.4,3.3,37.7,56.9,66.8,36.7,60.5,-0.85,42.1,13.1,43.51599999999999,3.2,8.335999999999997,24.8,58.0,10.0,35.95435066666667,41.35755066666666,15.57868725,49301049.0,5
Myanmar,2007,2253.0,104.0,56.7,68.3,23.3,298.0,-2.1,0.28,2343.0,2388.4,3.04,1755.0,0.47399999999999987,0.2,1.9,18.316,138.4,1.1,10.5,5.7,8.6,16.0,21.4,3.1,36.4,58.7,67.3,38.4,60.8,-1.06,41.3,13.0,43.765999999999984,3.4,7.612,21.2,57.0,9.0,46.41805691666667,55.84286625000001,28.885055250000004,49621479.0,5
Myanmar,2008,2257.0,107.0,62.0,71.7,26.0,313.0,-2.7,0.28,2412.0,2617.1,3.09,1758.0,0.3869999999999997,0.2,1.8,9.752000000000002,134.2,1.1,9.2,5.7,12.1,16.0,21.1,2.9,35.2,60.5,67.8,40.1,61.1,-1.09,40.5,12.9,44.15500000000001,3.6,9.232999999999999,18.4,54.0,9.0,61.02902358333335,70.80849608333332,31.614603416666668,49929642.0,5
Myanmar,2009,2261.0,111.0,66.4,75.7,29.0,323.0,-2.8,0.28,2512.0,2874.8,3.17,1761.0,0.4,0.1,1.7,9.204000000000002,130.3,1.2,7.6,5.6,15.9,31.0,21.2,2.7,34.1,62.3,68.3,41.9,61.0,-1.29,40.0,12.8,43.703999999999986,3.8,8.992999999999999,15.1,53.0,11.0,70.61603825,71.85104,16.230458916666663,50250366.0,5
Myanmar,2010,2265.0,114.0,69.3,79.0,31.7,323.0,-3.1,0.28,2581.0,3129.9,3.25,1764.0,0.3629999999999997,0.1,1.6,8.794000000000002,126.8,1.3,6.6,5.6,13.8,32.0,21.3,2.6,33.2,64.1,68.8,43.7,61.0,-1.29,39.6,12.7,43.66699999999999,4.0,8.844,13.1,52.0,12.0,73.33459275000001,77.39677775,3.8502414166666665,50600827.0,5
Myanmar,2011,2271.0,117.0,70.0,81.3,33.0,317.0,-2.2,0.28,2642.0,3279.7,3.34,1768.0,0.35999999999999965,0.1,1.6,7.8180000000000005,123.9,1.4,5.8,5.6,6.6,64.0,21.4,2.4,32.5,65.9,69.3,45.3,61.0,-1.11,39.4,12.6,42.446,4.3,4.945999999999993,11.4,52.0,14.0,76.05314716666666,81.28322608333333,3.7074777500000007,50990612.0,5
Myanmar,2012,2276.0,117.0,69.7,82.0,33.3,313.0,-2.0,0.28,2654.0,3491.2,3.3,1771.0,0.3029999999999999,0.1,1.5,7.779000000000002,121.4,1.5,5.8,5.7,8.5,57.0,21.3,2.2,31.9,67.8,69.8,46.8,61.0,-0.94,39.4,12.5,43.090999999999994,4.6,6.246999999999997,11.2,52.0,15.0,78.77170175,82.47612500000001,3.57492375,51413703.0,5
Myanmar,2013,2281.0,118.0,70.7,83.7,34.3,313.0,-2.3,0.28,2690.0,3753.3,3.37,1774.0,0.2880000000000001,0.1,1.5,7.847000000000001,119.2,1.6,5.4,5.7,15.9,48.0,21.3,2.1,31.1,69.7,70.3,48.3,61.0,-1.14,39.6,12.5,31.827999999999992,4.8,7.365999999999996,10.5,52.0,15.0,82.85344008333333,87.13028474999999,5.159165333333333,51852464.0,5
Myanmar,2014,2286.0,119.0,72.3,85.7,36.3,319.0,-3.5,0.28,2730.0,4020.0,3.37,1778.0,0.28100000000000014,0.1,1.4,8.186000000000003,117.4,1.8,5.1,5.8,15.7,49.0,21.2,2.0,30.3,71.6,70.8,49.8,61.0,-1.09,40.0,12.4,31.497999999999987,5.1,6.771999999999997,9.7,52.0,15.0,88.55862508333333,91.44610858333331,6.93107775,52280816.0,5
Myanmar,2015,2292.0,121.0,75.3,88.3,38.3,321.0,-3.2,0.28,2771.0,4268.5,3.37,1781.0,0.29300000000000026,0.1,1.4,8.115000000000002,116.2,1.9,4.7,5.9,12.1,43.0,21.1,1.9,29.5,73.6,71.3,51.3,60.9,-1.17,40.4,12.3,30.221999999999984,5.4,6.578999999999997,8.9,51.0,18.0,100.18520333333332,100.09158075,13.05069425,52680724.0,5
Myanmar,2016,2296.0,122.0,75.7,89.0,39.0,214.0,-3.7,0.28,2796.0,4482.9,3.37,1783.0,0.3,0.1,1.3,8.773000000000001,118.99900000000001,2.1,4.5,6.0,6.6,22.0,20.9,1.8,28.6,75.6,71.7,52.8,60.9,-0.8,40.9,12.288499999999994,17.423000000000012,5.8,3.4569999999999954,8.4,51.0,20.0,109.42877533333336,107.02675141666668,9.427205833333332,53045199.0,5
Myanmar,2017,2300.0,123.0,77.0,89.7,39.7,107.0,-2.7,0.28,2818.0,4739.9,3.37,1786.0,0.3120000000000004,0.1,1.3,8.735000000000001,119.05900000000001,1.9102619047619036,4.3,6.1,6.8,14.0,20.8,1.7,27.8,77.6,72.2,54.4,60.9,-1.08,41.2,12.285999999999992,17.98600000000002,5.247500000000003,2.973999999999998,8.1,51.0,17.0,114.23840433333332,111.92058883333333,4.484645583333333,53382521.0,5
Myanmar,2018,2303.0,123.0,75.31099999999996,89.10799999999996,38.97799999999998,120.71,-2.1604095238095216,0.28,2836.0,5029.2,3.37,1788.0,0.3,0.1,1.2,8.725000000000001,119.05900000000001,1.9090119047619032,4.2,6.2,8.38255714285714,15.0,21.758504761904756,1.6,26.9,79.6,72.7,56.0,60.8,-1.26,41.7,12.319999999999993,23.651,5.2215000000000025,3.470999999999996,7.8,51.63,12.0,121.75126675,119.61213966666666,6.561484916666667,53708318.0,5
Myanmar,2019,2306.0,123.0,75.25699999999998,88.68499999999996,38.713999999999984,126.54,-3.7505047619047582,0.28,2851.0,5082.5,3.37,1790.0,0.3010000000000004,0.1,1.2,12.0,119.339,1.9373452380952363,4.1,6.3,8.001066666666665,19.0,22.913266666666658,1.6,26.1,81.7,73.2,57.6,60.8,-1.26,42.1,12.309937499999991,22.2,5.304500000000003,1.9,7.6,51.29,15.07,132.71482899999998,130.167991,9.023918333333334,54045422.0,5
Myanmar,2020,2309.0,122.7354750690131,75.02099999999997,88.49199999999998,38.60599999999999,126.03,-3.3818380952380926,0.28,2830.692301476301,4544.0,3.37,1792.0,0.3000000000000004,0.1,1.1,9.944,119.361,1.8780119047619035,4.256000000000003,5.894000000000002,7.5388666666666655,18.610423332119684,23.31875238095238,1.5,25.2,83.7,73.6,58.8,60.7,-1.1081990910246637,30.840999999999994,11.949985119047614,17.873000000000015,5.268500000000002,2.6510000000000016,7.79936785714286,51.51,7.1,136.44571025000002,135.098102,2.8597389166666667,54409794.0,5
Philippines,2000,2161.0,109.33,47.123666666666594,54.3108863636363,18.93257142857142,190.403524975025,21.084000000000007,0.3,2381.9083333333333,4453.8,3.22,1694.0,0.6630000000000003,0.3,3.8,40.895999999999965,498.1,1.4,14.914500000000015,4.9,7.3119999999999985,38.0,27.927169358084853,2.4,35.7,86.0,61.1,36.3,43.2,-1.39,25.0,21.5,41.920999999999964,3.3,6.124999999999997,18.28681666666668,65.78,6.24,50.998265333333336,55.13615675,3.0375079832214014,77991757.0,6
Philippines,2001,2163.0,110.0,47.7,53.7,22.0,192.0,25.5,0.3,2374.0,4492.7,3.22,1695.0,0.6690000000000004,0.3,3.9,40.895999999999965,500.4,1.5,14.9,4.9,10.2,38.0,27.6,2.4,35.3,86.3,61.5,36.4,43.5,-1.2272996212121214,24.3,21.4,42.500999999999955,3.4,8.524,18.7,57.0,6.0,52.837494166666666,58.11503166666668,3.6137593333333338,79672869.0,6
Philippines,2002,2165.0,110.0,46.7,54.0,22.0,194.0,24.7,0.3,2373.0,4562.8,3.27,1697.0,0.713000000000001,0.3,3.9,40.81999999999996,501.2,1.6,15.0,4.9,7.4,28.0,27.9,2.5,35.0,86.7,61.9,38.4,43.9,-0.86,23.8,21.3,41.712999999999965,3.6,4.835999999999993,18.4,57.0,6.0,53.89155491666667,59.6973715,1.9967001666666664,81365260.0,6
Philippines,2003,2168.0,111.0,46.3,54.7,22.3,196.0,22.8,0.29,2402.0,4697.5,3.28,1699.0,0.7,0.3,3.9,40.895999999999965,500.4,1.7,14.2,4.9,5.2,25.0,27.9,2.5,34.6,87.1,62.3,40.5,44.2,-1.56,23.3,21.2,41.922999999999966,3.7,4.6319999999999935,17.1,58.0,6.0,54.42934108333335,61.0519505,0.99821925,83051970.0,6
Philippines,2004,2171.0,112.0,45.7,55.3,22.7,197.0,21.2,0.29,2428.0,4908.1,3.22,1701.0,0.7160000000000007,0.3,3.9,40.81999999999996,498.3,1.9,13.7,4.9,0.9,19.0,27.9,2.6,34.3,87.5,62.7,42.6,44.6,-1.71,22.8,21.1,41.922999999999966,3.9,4.402999999999993,16.2,59.0,6.0,57.720592666666654,63.97688208333333,6.034824583333332,84710544.0,6
Philippines,2005,2175.0,114.0,46.3,56.7,23.0,199.0,21.7,0.29,2468.0,5054.2,3.25,1703.0,0.7130000000000009,0.3,3.9,40.81999999999996,495.3,2.0,12.9,4.9,1.1,23.0,27.8,2.7,34.0,87.9,63.1,44.2,44.9,-1.18,22.2,21.0,41.80399999999997,4.1,4.358999999999994,14.9,60.0,6.0,61.37753891666667,68.19645524999999,6.356637833333334,86326251.0,6
Philippines,2006,2181.0,115.0,47.7,57.7,23.7,203.0,22.2,0.29,2504.0,5228.3,3.25,1707.0,0.7130000000000009,0.3,3.8,40.81999999999996,491.4,2.1,12.3,4.8,0.7,23.0,27.7,2.8,33.7,88.3,63.5,44.7,45.3,-1.64,21.8,20.9,41.761999999999965,4.2,4.403999999999994,14.0,60.0,6.0,64.5450995,71.92454408333333,5.1698045,87888675.0,6
Philippines,2007,2188.0,116.0,49.0,58.7,24.3,208.0,22.0,0.29,2540.0,5474.7,3.3,1712.0,0.7160000000000007,0.3,3.8,40.787999999999954,487.6,2.3,11.7,4.8,1.2,30.0,27.6,2.9,33.4,88.7,64.7,44.8,46.2,-1.6,21.1,20.8,41.48399999999996,4.4,4.403999999999994,13.1,59.0,8.0,66.93824816666667,74.04032441666666,3.7032716666666654,89405482.0,6
Philippines,2008,2197.0,117.0,50.0,59.3,25.0,211.0,22.4,0.29,2567.0,5618.5,3.31,1718.0,0.7,0.3,3.7,40.86399999999996,484.0,2.4,11.4,4.7,4.1,41.0,27.7,2.9,33.1,89.1,66.0,45.0,47.2,-1.78,20.2,20.7,40.89399999999996,4.6,4.476999999999993,12.6,59.0,9.0,75.60736166666666,80.09996741666666,12.930978083333336,90901967.0,6
Philippines,2009,2205.0,117.0,50.7,60.0,25.0,209.0,22.9,0.29,2569.0,5606.6,3.37,1723.0,0.7270000000000006,0.3,3.6,40.787999999999954,481.3,2.6,11.8,4.6,5.8,31.0,28.3,3.0,32.9,89.5,67.2,45.1,48.2,-1.73,19.5,20.6,41.070999999999955,4.8,4.412999999999993,12.8,59.0,10.0,80.35601383333334,83.47442724999998,6.404638333333334,92414161.0,6
Philippines,2010,2212.0,116.0,51.7,60.0,24.7,208.0,21.6,0.29,2556.0,5918.4,3.39,1728.0,0.7539999999999998,0.3,3.6,40.707999999999956,479.7,2.8,12.6,4.5,5.3,28.0,28.6,3.1,32.7,89.9,68.5,45.3,49.2,-1.65,18.7,20.6,41.34999999999995,5.0,4.223999999999993,13.4,59.0,10.0,83.55584183333333,86.63311333333333,3.9844676666666663,93966784.0,6
Philippines,2011,2215.0,115.0,52.0,59.7,24.3,209.0,20.0,0.29,2549.0,6043.6,3.35,1730.0,0.8,0.4,3.6,40.823999999999955,479.4,3.0,13.1,4.4,4.4,22.0,29.0,3.3,32.4,90.3,69.9,45.5,50.2,-1.39,17.8,20.5,41.54299999999996,5.2,4.148999999999993,13.7,59.0,10.0,88.13240224999998,90.72082475,5.483604499999999,95570049.0,6
Philippines,2012,2217.0,115.0,51.7,59.0,24.0,212.0,17.8,0.29,2551.0,6351.3,3.32,1731.0,0.8209999999999998,0.4,3.6,40.847999999999956,479.5,3.2,13.3,4.2,3.3,41.0,29.3,3.4,32.2,90.8,71.2,45.7,51.4,-1.19,16.9,20.4,40.86999999999995,5.4,4.028999999999993,13.7,59.0,10.0,90.491927,93.46691158333331,2.676166833333333,97212639.0,6
Philippines,2013,2219.0,115.0,50.6,59.3,24.3,209.0,17.6,0.29,2547.0,6666.3,3.3,1732.0,0.9,0.4,3.6,40.847999999999956,479.8,3.4,13.7,4.1,4.0,42.0,29.9,3.5,31.8,91.2,72.6,45.9,52.5,-1.08,15.9,20.3,40.84299999999995,5.7,3.9429999999999934,13.8,59.0,9.0,92.79193016666666,95.88087008333332,2.5409804166666663,98871558.0,6
Philippines,2014,2221.0,115.0,51.0,59.7,24.7,203.0,17.7,0.29,2550.0,6973.6,3.3,1734.0,0.8249999999999996,0.4,3.6,40.847999999999956,480.2,3.6,13.9,3.9,3.9,38.0,30.5,3.6,31.3,91.6,73.9,46.1,53.6,-0.71,15.2,20.2,40.812999999999946,5.9,4.015999999999995,13.8,59.0,10.0,98.14603566666663,99.33049433333332,5.77024425,100513137.0,6
Philippines,2015,2225.0,115.0,51.0,60.7,25.3,195.0,19.7,0.29,2572.0,7300.1,3.3,1736.0,0.8,0.4,3.6,42.1,480.7,3.9,13.6,3.8,4.9,43.0,31.6,3.7,31.1,92.0,75.3,46.3,54.8,-0.86,14.5,20.1,41.2,6.2,3.2,13.3,58.0,11.0,100.00112033333336,100.00017325,1.9137715,102113206.0,6
Philippines,2016,2228.0,117.0,52.7,61.3,25.3,127.0,21.2,0.29,2619.0,7705.1,3.3,1738.0,0.7969999999999992,0.4,3.5,40.249999999999964,480.57899999999967,4.1,12.5,3.7,6.1,34.0,32.7,3.8,30.5,92.4,76.7,46.6,55.9,-1.38,13.9,19.57399999999998,39.843999999999944,6.4,3.6529999999999934,12.1,58.0,12.0,101.58472908333331,101.25387416666668,1.5823200833333333,103663812.0,6
Philippines,2017,2234.0,120.0,54.0,62.0,25.7,62.0,23.2,0.29,2672.0,8120.9,3.3,1742.0,0.6829999999999999,0.4,3.4,41.200999999999986,473.8629999999999,3.5768333333333335,11.4,3.6,8.3,34.0,33.8,3.9,29.9,92.9,78.0,46.8,57.1,-1.18,13.3,19.373285714285704,40.33299999999994,6.051371428571426,4.487999999999994,10.9,58.0,13.0,104.68407758333332,104.14283725,3.050305416666666,105172921.0,6
Philippines,2018,2240.0,122.0,64.85199999999998,65.01089682539683,25.88699999999999,85.87,21.641000000000016,0.29,2731.0,8516.1,3.3,1746.0,0.6,0.4,3.3,44.0,243.6718000000001,3.5339833333333335,10.3,3.5,7.158523809523809,33.0,33.02120000000001,4.0,29.9,93.3,79.4,47.0,58.3,-1.08,12.8,16.96105952380952,41.2,6.058871428571427,3.2,9.7,57.4,14.0,111.85556275,109.57035016666664,6.841128833333333,106651394.0,6
Philippines,2019,2247.0,123.0,69.18899999999996,89.965,35.21400000000003,104.81,19.380000000000024,0.29,2770.0,8914.7,3.3,1751.0,0.6560000000000002,0.4,3.2,46.1,243.94280000000015,3.439083333333333,10.1,3.5,6.9915238095238115,44.0,32.4722,4.1,29.4,93.7,80.8,47.2,59.5,-0.88,12.3,16.77825649350649,42.7,5.895633333333332,4.0,9.4,56.42,13.15,114.16310691666666,112.28800008333332,2.1069521666666664,108116622.0,6
Philippines,2020,2252.0,122.57898611111109,70.47499999999995,90.04899999999999,36.055000000000035,115.59,0.6272500000000006,0.31,2753.6215686274513,7953.6,3.3,1754.0,0.6510000000000002,0.4,3.0,35.045999999999964,128.9848,3.383325757575756,11.139666666666667,3.889,7.055723809523812,28.425984007226635,32.067166666666665,4.2,28.7,94.1,82.3,47.5,60.6,-0.8376023705096074,13.807999999999986,16.661899350649346,39.10199999999995,5.769633333333332,3.803999999999996,9.114999999999998,56.49,12.9,117.28507841666668,115.247046,2.732037416666667,109581085.0,6
Singapore,2000,2445.0,116.71,50.90099999999998,57.22633333333333,25.18755714285713,6.27,-44.88699999999998,0.23610000000000017,2762.584071428571,56106.7,3.176116738816739,1888.0,0.1,0.1,0.1,1.5349999999999995,4.9,0.1,2.3365,0.1,3.251863636363636,42.76,37.08600000000001,3.0,4.4,99.0,99.0,99.0,99.0,1.14,12.3,9.8,13.511999999999995,4.4,3.0609999999999973,6.1419999999999995,40.44,2.0,72.30195075,75.25475908333333,0.2650014273558078,4027887.0,7
